Latium,ItLatCA
Latium,ItLatBA
Latium,ItLatIA
Latium,ItRomRg
Latium,ItRomER
Latium,ItRomMR
Latium,ItRomLR
Latium,ItRomPr
Latium,TrRomDm
Latium,ItRomWe
Latium,ItOstrg
Latium,ItRav**
Latium,ItStPet
Latium,ItPapEM
Latium,ItPapHM
Latium,ItPapRn
Latium,ItPapM1
Latium,ItPapM2
Paris Basin,FrBeakr
Paris Basin,FrAtlBA
Paris Basin,FrHallA
Paris Basin,FrHallB
Paris Basin,FrHallC
Paris Basin,FrHallD
Paris Basin,FrTeneA
Paris Basin,FrTeneB
Paris Basin,FrTeneC
Paris Basin,ItRomPr
Paris Basin,TrRomDm
Paris Basin,TrERom*
Paris Basin,FrMervE
Paris Basin,FrMervM
Paris Basin,FrMervL
Paris Basin,FrCarlE
Paris Basin,FrCarlL
Paris Basin,FrCaptE
Paris Basin,FrCaptL
Paris Basin,FrValoE
Paris Basin,FrValoL
Paris Basin,FrBurbE
Paris Basin,FrBurbL
Iceland,IsCommw
Iceland,NorKing
Crete,GrCrNeo
Crete,GrCrPre
Crete,GrCrOPa
Crete,GrCrNPa
Crete,GrCrMPa
Crete,GrCrPPa
Crete,GrCrFPa
Crete,GrCrGeo
Crete,GrCrArc
Crete,GrCrCls
Crete,GrCrHel
Crete,ItRomPr
Crete,TrRomDm
Crete,TrERom*
Crete,TrByzM1
Crete,GrCrEmr
Crete,TrByzM2
Crete,TrByzM3
Crete,ItVenR3
Crete,ItVenR4
Crete,TrOttm4
Upper Egypt,EgBadar
Upper Egypt,EgNaqa1
Upper Egypt,EgNaqa2
Upper Egypt,EgNaqa3
Upper Egypt,EgDyn1*
Upper Egypt,EgDyn2*
Upper Egypt,EgOldK1
Upper Egypt,EgOldK2
Upper Egypt,EgRegns
Upper Egypt,EgMidKg
Upper Egypt,EgThebH
Upper Egypt,EgNKThu
Upper Egypt,EgNKRam
Upper Egypt,EgThebL
Upper Egypt,SdKusht
Upper Egypt,EgSaite
Upper Egypt,IrAchae
Upper Egypt,EgIntOc
Upper Egypt,EgPtol1
Upper Egypt,EgPtol2
Upper Egypt,ItRomPr
Upper Egypt,TrRomDm
Upper Egypt,TrERom*
Upper Egypt,SyCalUm
Upper Egypt,IqAbbs1
Upper Egypt,EgTulIk
Upper Egypt,TnFatim
Upper Egypt,EgAyyub
Upper Egypt,EgMamBh
Upper Egypt,EgMamCP
Upper Egypt,EgMamBu
Upper Egypt,TrOttm3
Upper Egypt,TrOttm4
Niger Inland Delta,MlJeJe1
Niger Inland Delta,MlJeJe2
Niger Inland Delta,MlJeJe3
Niger Inland Delta,MlJeJe4
Niger Inland Delta,MrWagdM
Niger Inland Delta,MrWagdL
Niger Inland Delta,MlMali*
Niger Inland Delta,MlSong2
Niger Inland Delta,MaSaadi
Niger Inland Delta,MlSegou
Niger Inland Delta,MlBaman
Ghanaian Coast,GhAshnE
Ghanaian Coast,GhAshnL
Southern Mesopotamia,IqSoNeo
Southern Mesopotamia,IqUbaid
Southern Mesopotamia,IqUruk*
Southern Mesopotamia,IqEDyn*
Southern Mesopotamia,IqAkkad
Southern Mesopotamia,IqUrIII
Southern Mesopotamia,IqIsinL
Southern Mesopotamia,IqBabAm
Southern Mesopotamia,IqBabKs
Southern Mesopotamia,IqIsin2
Southern Mesopotamia,IqBazi*
Southern Mesopotamia,IqDynE*
Southern Mesopotamia,IqNAssr
Southern Mesopotamia,IqNeoBb
Southern Mesopotamia,IrAchae
Southern Mesopotamia,IrSeleu
Southern Mesopotamia,IrPart1
Southern Mesopotamia,IrPart2
Southern Mesopotamia,IrSasn1
Southern Mesopotamia,IrSasn2
Southern Mesopotamia,SyCalUm
Southern Mesopotamia,IqAbbs1
Southern Mesopotamia,IrBuyid
Southern Mesopotamia,IrSeljq
Southern Mesopotamia,IqAbbs2
Southern Mesopotamia,IrIlkhn
Southern Mesopotamia,UzTimur
Southern Mesopotamia,IrSafvd
Southern Mesopotamia,TrOttm3
Southern Mesopotamia,TrOttm4
Susiana,IrPrCer
Susiana,IrForma
Susiana,IrArcha
Susiana,IrKhzE*
Susiana,IrKhzEM
Susiana,IrKhzM*
Susiana,IrKhzL*
Susiana,IrSusa1
Susiana,IrSusa2
Susiana,IrSusa3
Susiana,IrAwanE
Susiana,IqAkkad
Susiana,IqUrIII
Susiana,IrShima
Susiana,IrSukkE
Susiana,IrSukkL
Susiana,IrMElm1
Susiana,IrMElm2
Susiana,IrMElm3
Susiana,IrElmCP
Susiana,IrNElm1
Susiana,IrNElm2
Susiana,IrNElm3
Susiana,IrAchae
Susiana,IrSeleu
Susiana,IrPart1
Susiana,IrElym2
Susiana,IrSasn1
Susiana,IrSasn2
Susiana,SyCalUm
Susiana,IqAbbs1
Susiana,IrBuyid
Susiana,IrSeljq
Susiana,IqAbbs2
Susiana,IrIlkhn
Susiana,UzTimur
Susiana,IrAkKoy
Susiana,IrSafvd
Susiana,IrQajar
Galilee,IlCanaa
Galilee,LbAcPho
Galilee,IlYisrl
Galilee,IqNAssr
Galilee,IqNeoBb
Galilee,IrAchae
Galilee,EgPtol1
Galilee,IrSeleu
Galilee,IlJudea
Konya Plain,TrNeoER
Konya Plain,TrNeoCR
Konya Plain,TrNeoLT
Konya Plain,TrClcER
Konya Plain,TrClcLT
Konya Plain,TrBrzER
Konya Plain,TrBrzMD
Konya Plain,TrHatOK
Konya Plain,TrBrzL2
Konya Plain,TrHatNK
Konya Plain,TrNHitt
Konya Plain,TrTabal
Konya Plain,TrPhryg
Konya Plain,TrLydia
Konya Plain,IrAchae
Konya Plain,TrLysim
Konya Plain,IrSeleu
Konya Plain,TrCappL
Konya Plain,ItRomPr
Konya Plain,TrRomDm
Konya Plain,TrERom*
Konya Plain,TrByzM1
Konya Plain,TrByzM2
Konya Plain,TrRum**
Konya Plain,IrIlkhn
Konya Plain,TrOttm1
Konya Plain,TrOttm2
Konya Plain,TrOttm3
Konya Plain,TrOttm4
Yemeni Coastal Plain,YeNeoL*
Yemeni Coastal Plain,YeLBA**
Yemeni Coastal Plain,YeSabaC
Yemeni Coastal Plain,YeQatab
Yemeni Coastal Plain,YeSaRay
Yemeni Coastal Plain,EtAksm1
Yemeni Coastal Plain,YeHmyr1
Yemeni Coastal Plain,YeHmyr2
Yemeni Coastal Plain,IrSasn2
Yemeni Coastal Plain,SyCalUm
Yemeni Coastal Plain,IqAbbs1
Yemeni Coastal Plain,YeZiyad
Yemeni Coastal Plain,YeWarLd
Yemeni Coastal Plain,EgAyyub
Yemeni Coastal Plain,YeRasul
Yemeni Coastal Plain,YeTahir
Yemeni Coastal Plain,TrOttm3
Yemeni Coastal Plain,YeQasmi
Sogdiana,TjSaraz
Sogdiana,KzAndro
Sogdiana,UzKok01
Sogdiana,UzKhw01
Sogdiana,UzKok02
Sogdiana,IrAchae
Sogdiana,IrSeleu
Sogdiana,AfGrBct
Sogdiana,AfTochr
Sogdiana,AfKushn
Sogdiana,IrSasn1
Sogdiana,AfKidar
Sogdiana,AfHepht
Sogdiana,KgWTurk
Sogdiana,UzSogdi
Sogdiana,IqAbbs1
Sogdiana,UzSamnd
Sogdiana,KgKarKh
Sogdiana,UzChagt
Sogdiana,UzTimur
Sogdiana,UzJanid
Orkhon Valley,MnXngnE
Orkhon Valley,MnXngnM
Orkhon Valley,MnXngnL
Orkhon Valley,MnXianb
Orkhon Valley,MnRourn
Orkhon Valley,MnETurk
Orkhon Valley,MnTurk2
Orkhon Valley,MnUigur
Orkhon Valley,MnShiwe
Orkhon Valley,MnKhitn
Orkhon Valley,MnMongE
Orkhon Valley,MnMngKh
Orkhon Valley,CnYuan*
Orkhon Valley,MnMongL
Orkhon Valley,MnZungh
Orkhon Valley,CnQingL
Lena River Valley,RuYakuE
Lena River Valley,RuYakuL
Kachi Plain,PkAcerN
Kachi Plain,PkCeraN
Kachi Plain,PkChalc
Kachi Plain,PkPreUr
Kachi Plain,PkUrbn1
Kachi Plain,PkUrbn2
Kachi Plain,PkPostU
Kachi Plain,PkProto
Kachi Plain,IrAchae
Kachi Plain,InMaury
Kachi Plain,PkIndGr
Kachi Plain,IrPart1
Kachi Plain,AfKushn
Kachi Plain,IrSasn1
Kachi Plain,AfHepht
Kachi Plain,IrSasn2
Kachi Plain,SyCalUm
Kachi Plain,IqAbbs1
Kachi Plain,PkSind1
Kachi Plain,AfGhurd
Kachi Plain,InDelh*
Kachi Plain,PkSind2
Kachi Plain,InMugl*
Kachi Plain,AfDurrn
Middle Ganga,InGangN
Middle Ganga,InGangC
Middle Ganga,InMahaJ
Middle Ganga,InMaury
Middle Ganga,InSunga
Middle Ganga,InAyodE
Middle Ganga,AfKushn
Middle Ganga,InGupta
Middle Ganga,InMagad
Middle Ganga,InKanau
Middle Ganga,InRasht
Middle Ganga,InGurjr
Middle Ganga,InGhdvl
Middle Ganga,InDelh*
Middle Ganga,InMugl*
Deccan,InDecNL
Deccan,InDecIA
Deccan,InMaury
Deccan,InDecKg
Deccan,InSataL
Deccan,InVakat
Deccan,InKadam
Deccan,InChaBd
Deccan,InRasht
Deccan,InChaKl
Deccan,InHoysa
Deccan,InKampi
Deccan,InVijay
Deccan,InMugl*
Deccan,GbEmpr2
Garo Hills,InGaroE
Garo Hills,InGaroL
Cambodian Basin,KhMekBA
Cambodian Basin,KhMekIA
Cambodian Basin,KhFunaE
Cambodian Basin,KhFunaL
Cambodian Basin,KhChenl
Cambodian Basin,KhAngkE
Cambodian Basin,KhAngkC
Cambodian Basin,KhAngkL
Cambodian Basin,KhCambd
Cambodian Basin,ThAyuth
Cambodian Basin,ThRattn
Central Java,IdCJBun
Central Java,IdKalin
Central Java,IdMedng
Central Java,IdKedir
Central Java,IdMajap
Central Java,IdMatrm
Kapuasi Basin,IdBrokE
Kapuasi Basin,IdBrokL
Middle Yellow River Valley,CnPeili
Middle Yellow River Valley,CnYngsh
Middle Yellow River Valley,CnLngsh
Middle Yellow River Valley,CnErlit
Middle Yellow River Valley,CnErlig
Middle Yellow River Valley,CnShang
Middle Yellow River Valley,CnWZhou
Middle Yellow River Valley,CnJinSA
Middle Yellow River Valley,CnWeiWS
Middle Yellow River Valley,CnWHan*
Middle Yellow River Valley,CnEHan*
Middle Yellow River Valley,CnErJin
Middle Yellow River Valley,CnNWei*
Middle Yellow River Valley,CnSui**
Middle Yellow River Valley,CnTangE
Middle Yellow River Valley,CnTangL
Middle Yellow River Valley,CnNSong
Middle Yellow River Valley,CnLrJin
Middle Yellow River Valley,CnYuan*
Middle Yellow River Valley,CnMing*
Middle Yellow River Valley,CnQingE
Middle Yellow River Valley,CnQingL
Kansai,JpJomo1
Kansai,JpJomo2
Kansai,JpJomo3
Kansai,JpJomo4
Kansai,JpJomo5
Kansai,JpJomo6
Kansai,JpYayoi
Kansai,JpKofun
Kansai,JpAsuka
Kansai,JpNara*
Kansai,JpHeian
Kansai,JpKamak
Kansai,JpAshik
Kansai,JpSengk
Kansai,JpAzMom
Kansai,JpTokgw
Southern China Hills,CnHQngL
Southern China Hills,CnHChin
Big Island Hawaii,Hawaii1
Big Island Hawaii,Hawaii2
Big Island Hawaii,Hawaii3
Big Island Hawaii,USKameh
Oro PNG,PgOrokE
Oro PNG,PgOrokL
Chuuk Islands,FmTrukE
Chuuk Islands,FmTrukL
Valley of Oaxaca,MxTieLa
Valley of Oaxaca,MxSanGu
Valley of Oaxaca,MxRosar
Valley of Oaxaca,MxAlb1E
Valley of Oaxaca,MxAlb1L
Valley of Oaxaca,MxAlb2*
Valley of Oaxaca,MxAlb3A
Valley of Oaxaca,MxAlb3B
Valley of Oaxaca,MxAlb5*
Valley of Oaxaca,EsHabsb
Basin of Mexico,MxArch*
Basin of Mexico,MxInitl
Basin of Mexico,MxFormE
Basin of Mexico,MxFormM
Basin of Mexico,MxFormL
Basin of Mexico,MxFormT
Basin of Mexico,MxClass
Basin of Mexico,MxEpicl
Basin of Mexico,MxToltc
Basin of Mexico,MxPostM
Basin of Mexico,MxAztec
Cahokia,USMisEW
Cahokia,USMisMW
Cahokia,USMisRo
Cahokia,USMisMu
Cahokia,USMisPa
Cahokia,USMisSp
Cahokia,USMisME
Cahokia,USCahoE
Cahokia,USCahoL
Cahokia,USMisSd
Cahokia,USOneot
Cahokia,USIllin
Finger Lakes,UsIroqP
Finger Lakes,UsIroqE
Finger Lakes,UsIroqL
Cuzco,PeCuzLF
Cuzco,PeCuzE1
Cuzco,PeCuzE2
Cuzco,PeWari*
Cuzco,PeCuzL1
Cuzco,PeCuzL2
Cuzco,PeInca*
Cuzco,EsHabsb
North Colombia,CoNahua
North Colombia,CoTairo
Lowland Andes,EcJivaE
Lowland Andes,EcJivaL
